user,item,topk,counterfactual,predicted_scores,replacement,actual_scores_0,actual_scores_1,actual_scores_2,actual_scores_3,actual_scores_4,actual_scores_avg
21,1231,"[1231, 13295, 1408, 1597, 13541, 7431, 1477, 12272, 6446, 1537, 6186, 14588, 417, 13979, 7389, 1563, 13588, 6868, 1217, 17629]",,,-1,,,,,,
22,21897,"[21897, 6778, 12681, 8454, 1458, 12948, 6990, 1611, 7503, 5465, 16247, 821, 332, 4340, 4341, 4349, 5676, 4347, 4353, 16429]","{993, 1473, 1347, 1572, 197, 14850, 14723, 14824, 14698, 14795, 138, 1069, 622, 1007, 1264, 14580, 14487, 14555}","[8.998849, 9.007296, 8.122486, 8.101953, 7.9695845, 7.9466777, 7.517522, 7.4205046, 7.3247833, 7.294047, 7.108895, 7.2259655, 7.205263, 7.2542086, 7.2262244, 7.1161156, 7.013964, 7.079984, 7.051034, 6.975108]",6778,"[8.568584442138672, 8.64759349822998, 8.656400680541992, 8.113044738769531, 1.0311527252197266, 7.965081691741943, 6.248112678527832, 7.704963207244873, 5.313738822937012, 6.450309753417969, 7.138864040374756, 7.342074871063232, 6.458225727081299, 7.530527114868164, 7.269522666931152, 7.420377254486084, 6.344332695007324, 7.586638450622559, 7.078528881072998, 7.30826997756958]","[9.058810234069824, 8.844719886779785, 8.82426929473877, 8.651901245117188, 6.383864402770996, 8.284046173095703, 6.078453540802002, 8.440922737121582, 5.452208042144775, 6.670447826385498, 7.113670349121094, 7.469057559967041, 7.610195159912109, 7.559818744659424, 7.46635627746582, 7.350174427032471, 6.860350131988525, 7.63136625289917, 7.87162446975708, 6.931585311889648]","[8.845514297485352, 8.674702644348145, 8.594942092895508, 8.292353630065918, 2.5597376823425293, 7.500364780426025, 7.042240142822266, 7.674750804901123, 7.675283432006836, 7.601036548614502, 7.033571720123291, 7.427778720855713, 6.563323020935059, 7.357159614562988, 7.587642192840576, 7.192941665649414, 6.986192226409912, 7.556782245635986, 7.469196319580078, 7.1439666748046875]","[8.985398292541504, 8.974262237548828, 8.928535461425781, 8.407423973083496, 3.330146074295044, 8.758079528808594, 5.810764312744141, 7.7330217361450195, 7.537673473358154, 6.568195819854736, 6.618537425994873, 7.185379505157471, 7.229216575622559, 7.568618297576904, 7.153785228729248, 7.644625186920166, 6.649298191070557, 7.386696815490723, 7.554365634918213, 7.551634311676025]","[8.879730224609375, 9.138753890991211, 8.577991485595703, 7.755635738372803, 3.033306360244751, 8.314411163330078, 5.946084499359131, 8.15298080444336, 5.461947917938232, 7.1884589195251465, 7.064187049865723, 7.4115471839904785, 7.118168354034424, 7.307718276977539, 5.418644428253174, 7.403222560882568, 7.127589702606201, 7.5497918128967285, 7.263068199157715, 7.318133354187012]","[8.867607498168946, 8.85600643157959, 8.71642780303955, 8.244071865081787, 3.2676414489746093, 8.164396667480469, 6.225131034851074, 7.941327857971191, 6.288170337677002, 6.89568977355957, 6.993766117095947, 7.367167568206787, 6.99582576751709, 7.464768409729004, 6.979190158843994, 7.4022682189941404, 6.793552589416504, 7.542255115509033, 7.447356700897217, 7.2507179260253904]"
23,1231,"[1231, 1047, 197, 1391, 7394, 17781, 12948, 6778, 1473, 12939, 7057, 1217, 15116, 15089, 6718, 1554, 14824, 7395, 7008, 943]",,,-1,,,,,,
24,1231,"[1231, 1217, 7394, 13295, 6186, 49, 1525, 7431, 13541, 6989, 119, 12272, 792, 6446, 7107, 307, 1201, 13503, 14600, 30]",,,-1,,,,,,
25,15116,"[15116, 369, 1231, 7337, 1511, 5712, 6778, 1594, 7511, 14662, 5238, 1588, 7378, 443, 13194, 4340, 1347, 7504, 4341, 4349]",{6452},"[6.1660585, 5.8509235, 6.204268, 5.7094307, 5.486621, 5.294822, 5.2408357, 5.184711, 5.088389, 5.0820603, 5.057689, 5.0644674, 4.940527, 4.9177985, 4.917739, 4.8375726, 4.81344, 4.7802286, 4.7853594, 4.6550646]",1231,"[4.539890289306641, 2.491737127304077, 6.465653896331787, 5.725244998931885, 5.612346172332764, 5.762424945831299, 4.494995594024658, 5.135390281677246, 4.388014793395996, 4.066723346710205, 4.521120071411133, 3.9265997409820557, 1.698709487915039, 4.817437648773193, 4.8426594734191895, 4.419199466705322, 3.5117790699005127, 4.5539422035217285, 4.523294925689697, 4.440937519073486]","[4.366311550140381, 3.140258550643921, 6.216098308563232, 5.381076335906982, 5.861791610717773, 5.746560096740723, 4.441161632537842, 5.291719436645508, 4.131784439086914, 4.73797082901001, 4.564726829528809, 3.2303929328918457, 1.7411226034164429, 4.9708452224731445, 4.8311543464660645, 4.545110702514648, 4.193018436431885, 4.309121608734131, 4.64708948135376, 4.559177398681641]","[4.635389804840088, 2.6908037662506104, 6.162489414215088, 5.841753959655762, 5.813607215881348, 5.8434343338012695, 4.773037433624268, 5.595466136932373, 4.549440860748291, 4.967135429382324, 4.907096862792969, 5.173628330230713, 2.0754921436309814, 5.33103609085083, 5.074137210845947, 4.835834503173828, 5.112127780914307, 5.034118175506592, 5.25198221206665, 4.472980976104736]","[4.57056188583374, 2.566444158554077, 6.004504203796387, 5.732816219329834, 5.769312381744385, 5.862123012542725, 4.359304904937744, 4.503901958465576, 5.236149311065674, 4.591636657714844, 4.830804347991943, 3.4951775074005127, 1.6449414491653442, 4.730235576629639, 5.144809246063232, 4.795644283294678, 3.8653783798217773, 4.73109769821167, 4.766758441925049, 4.396498680114746]","[4.429541110992432, 2.2253081798553467, 6.175953388214111, 5.9839653968811035, 5.8969197273254395, 5.71091890335083, 4.4011945724487305, 5.04871129989624, 4.15036678314209, 4.868490695953369, 4.72885274887085, 3.642427921295166, 1.7938164472579956, 4.799590110778809, 4.861239433288574, 4.533694267272949, 4.822051048278809, 4.7496771812438965, 4.264946460723877, 4.500326633453369]","[4.508338928222656, 2.6229103565216065, 6.204939842224121, 5.7329713821411135, 5.790795421600341, 5.7850922584533695, 4.493938827514649, 5.115037822723389, 4.491151237487793, 4.64639139175415, 4.710520172119141, 3.8936452865600586, 1.7908164262771606, 4.929828929901123, 4.950799942016602, 4.625896644592285, 4.300870943069458, 4.675591373443604, 4.6908143043518065, 4.473984241485596]"
26,17781,"[17781, 6778, 1366, 1391, 21897, 307, 772, 5770, 15090, 5437, 14588, 13410, 12710, 768, 7943, 13198, 1069, 15089, 6816, 1047]","{8449, 8450, 1414, 524, 3603, 536, 410, 810, 1070, 1455, 1200, 7220, 1205, 1210, 443, 1211, 15421, 1471, 1599, 8385, 1602, 1608, 15440, 15441, 7892, 15444, 15449, 13533, 15454, 862, 15459, 15464, 8425, 1130, 493, 1009}","[8.414203, 8.4291315, 7.1551046, 7.4148026, 7.767027, 7.167644, 7.097003, 6.7609324, 6.7389545, 6.816291, 6.4396043, 6.5726805, 6.6355, 6.2853246, 6.559959, 6.167557, 6.48356, 6.561683, 6.268649, 5.9463897]",6778,"[5.369462966918945, 7.046894073486328, 4.538568019866943, 7.557248592376709, 7.398543357849121, 7.002679824829102, 7.206831932067871, 7.227810859680176, 7.156646728515625, 6.411036014556885, 5.456584453582764, 6.413671493530273, 6.120445251464844, 4.238759517669678, 5.79247522354126, 5.184667110443115, 6.273514747619629, 6.157857894897461, 6.106912612915039, 7.2642974853515625]","[6.40544319152832, 7.430205345153809, 4.6554179191589355, 7.389311790466309, 7.453534126281738, 6.9493632316589355, 7.29982852935791, 7.559872627258301, 7.668712139129639, 6.09163761138916, 4.8911027908325195, 6.881941318511963, 6.354357719421387, 5.51997184753418, 6.430431365966797, 5.689927101135254, 5.704320430755615, 6.417686462402344, 6.5751824378967285, 6.159857273101807]","[6.18529748916626, 7.243239402770996, 4.917299747467041, 6.674670696258545, 7.459527015686035, 6.806309223175049, 6.948000431060791, 7.016110897064209, 7.117518901824951, 6.525457859039307, 5.145129680633545, 6.165495872497559, 6.262526035308838, 4.768374919891357, 6.752130031585693, 5.1479949951171875, 5.42760705947876, 6.316671371459961, 6.623810768127441, 6.991353988647461]","[5.951990604400635, 7.2205071449279785, 4.506129741668701, 7.216232776641846, 7.445256233215332, 6.8286566734313965, 7.1604695320129395, 7.7229228019714355, 7.0893144607543945, 6.338700771331787, 4.77492618560791, 6.361602783203125, 6.499400615692139, 4.23568868637085, 6.659290790557861, 5.175264358520508, 4.457612037658691, 5.443548679351807, 6.570000171661377, 5.992412090301514]","[6.226785659790039, 7.3059844970703125, 4.766536235809326, 7.19117546081543, 7.599009037017822, 6.933263778686523, 6.995072364807129, 7.227981090545654, 7.5298285484313965, 6.02329683303833, 5.722173690795898, 6.596063137054443, 6.41547966003418, 4.613955497741699, 6.089510917663574, 5.505227088928223, 5.666622638702393, 6.617862701416016, 6.139994144439697, 7.054312705993652]","[6.02779598236084, 7.249366092681885, 4.676790332794189, 7.205727863311767, 7.47117395401001, 6.9040545463562015, 7.122040557861328, 7.350939655303955, 7.312404155731201, 6.278025817871094, 5.197983360290527, 6.4837549209594725, 6.330441856384278, 4.675350093841553, 6.344767665863037, 5.340616130828858, 5.505935382843018, 6.190725421905517, 6.403180027008057, 6.692446708679199]"
27,6778,"[6778, 15366, 15116, 803, 15402, 15404, 15382, 4340, 12681, 15369, 24218, 12948, 15379, 4341, 24207, 6412, 432, 4349, 4353, 4347]",,,-1,,,,,,
28,1391,"[1391, 7394, 6778, 1017, 1047, 1606, 18950, 15116, 17781, 15090, 417, 7992, 12982, 21796, 17543, 860, 803, 7395, 16238, 1387]","{8711, 12295, 11275, 15884, 15889, 11282, 15893, 5654, 5655, 5660, 10781, 5662, 5663, 15902, 5667, 5670, 1574, 5674, 5679, 5682, 5685, 5687, 5688, 5691, 15942, 11848, 586, 11863, 11864, 6233, 1116, 1117, 11363, 6254, 15986, 5256, 16014, 11919, 11407, 6807, 4767, 16038, 16039, 9896, 11943, 12458, 16044, 16045, 16047, 8884, 12469, 1212, 12485, 12487, 9930, 9423, 16082, 12506, 16092, 16094, 9438, 10979, 15588, 6377, 16107, 9452, 16113, 11505, 16117, 759, 16121, 11515, 12544, 13577, 9482, 11531, 12042, 13584, 12560, 2322, 16155, 16156, 16157, 15645, 15652, 12603, 5436, 5437, 10055, 15688, 11594, 12622, 15697, 15698, 15701, 15702, 10074, 15716, 12645, 12646, 15722, 11629, 3441, 5490, 12149, 9078, 12151, 4984, 4986, 4988, 15743, 7043, 12678, 9097, 8073, 12684, 12685, 8080, 12690, 15764, 12181, 9119, 12705, 10149, 15791, 12208, 10688, 9153, 5060, 6085, 6088, 461, 12240, 12241, 15824, 15829, 5590, 15839, 12256, 12258, 1000, 3052, 1012, 1525, 1526, 9718, 11257}","[8.140843, 7.8475494, 8.141751, 7.643653, 7.35168, 7.4899883, 7.3485646, 7.077348, 6.9414673, 6.9025145, 7.0504904, 7.0271244, 6.8338466, 6.8858314, 6.697816, 6.450225, 6.482239, 6.479016, 6.778703, 6.4277287]",6778,"[7.870969772338867, 5.964728355407715, 7.034170627593994, 6.626791954040527, 5.066833972930908, 6.967854976654053, 7.270811080932617, 4.450155258178711, 4.2351202964782715, 5.8977556228637695, 7.103672981262207, 6.157615661621094, 6.851569652557373, 5.835665702819824, 5.542020320892334, 5.912369728088379, 5.7212700843811035, 5.76458215713501, 6.374951362609863, 6.181589126586914]","[8.226739883422852, 5.467767715454102, 7.267573356628418, 6.778258323669434, 5.609660625457764, 6.4961724281311035, 6.305050849914551, 4.622053623199463, 4.076843738555908, 6.305689334869385, 7.3178606033325195, 6.500191688537598, 6.4386305809021, 5.7776875495910645, 5.541145324707031, 6.065572261810303, 6.5879974365234375, 5.821960926055908, 6.562683582305908, 6.2098069190979]","[7.276952266693115, 5.147401332855225, 7.278508186340332, 7.070559024810791, 4.29382848739624, 6.118626117706299, 6.502083778381348, 4.60111141204834, 3.8403377532958984, 6.156744956970215, 7.453914642333984, 6.585864067077637, 6.7807488441467285, 6.622983932495117, 5.64998197555542, 5.855715751647949, 6.401358604431152, 5.680050373077393, 6.477289199829102, 6.209325313568115]","[8.252974510192871, 5.182199001312256, 7.337433338165283, 7.767837047576904, 5.248193264007568, 6.354953765869141, 7.648728847503662, 4.463041305541992, 4.333558559417725, 6.2248616218566895, 7.302474021911621, 6.687227725982666, 6.519513130187988, 5.873321056365967, 5.27874755859375, 5.806623458862305, 6.599663257598877, 6.03024959564209, 6.37339448928833, 6.033932685852051]","[8.163877487182617, 5.560342311859131, 7.1211957931518555, 8.031643867492676, 5.625792026519775, 5.610218524932861, 7.602448463439941, 4.666060447692871, 3.9843146800994873, 6.962695121765137, 7.4737443923950195, 6.297719955444336, 7.025773048400879, 6.396438121795654, 5.862723350524902, 5.471102714538574, 6.104141712188721, 6.198343276977539, 6.45217227935791, 6.287585258483887]","[7.958302783966064, 5.464487743377686, 7.207776260375977, 7.255018043518066, 5.168861675262451, 6.309565162658691, 7.0658246040344235, 4.560484409332275, 4.094035005569458, 6.309549331665039, 7.33033332824707, 6.445723819732666, 6.723247051239014, 6.101219272613525, 5.574923706054688, 5.822276782989502, 6.282886219024658, 5.899037265777588, 6.448098182678223, 6.184447860717773]"
29,7176,"[7176, 1047, 853, 761, 8015, 6974, 5466, 1554, 689, 856, 13317, 837, 7785, 6857, 1614, 13333, 665, 7943, 9472, 1465]","{14848, 14849, 14850, 4104, 4106, 5645, 530, 1044, 1045, 536, 1067, 7212, 6195, 7220, 1594, 6206, 1602, 1605, 1606, 5198, 14939, 1117, 1123, 613, 14952, 7284, 5239, 4731, 12923, 4742, 4752, 4755, 12948, 13460, 7322, 4763, 15003, 4765, 4766, 670, 6816, 677, 13487, 1200, 6832, 7348, 12981, 1211, 16219, 707, 4807, 1226, 719, 1234, 7387, 16224, 13535, 1248, 5864, 4843, 5868, 16227, 3310, 1272, 7931, 5383, 7432, 16160, 7457, 290, 16163, 16164, 16165, 16166, 16167, 16162, 16169, 16170, 16171, 16172, 16173, 16174, 16175, 16176, 16177, 16178, 6963, 16180, 16179, 7992, 16186, 16187, 828, 16189, 16190, 16191, 16192, 16193, 16194, 16195, 16196, 16188, 16198, 16199, 16200, 16201, 16202, 16203, 16204, 16205, 6990, 7503, 16211, 16212, 16213, 16215, 16216, 858, 1371, 16220, 16221, 16222, 16223, 7008, 16225, 16226, 7011, 16228, 16229, 16230, 16231, 16232, 16233, 16234, 1387, 16236, 16237, 16238, 16239, 16240, 16235, 16242, 16243, 16244, 16245, 16246, 16250, 16252, 6525, 16256, 16257, 384, 16259, 16260, 16262, 16263, 16264, 16265, 16266, 16268, 16269, 16270, 4497, 16274, 7057, 16277, 16278, 16280, 16282, 16283, 1436, 16286, 7071, 16288, 16289, 16290, 16287, 16292, 16293, 16294, 15268, 6057, 6058, 16299, 16300, 16301, 16302, 16303, 16304, 16305, 941, 939, 7005, 16309, 16310, 16311, 16312, 16313, 16315, 16316, 16319, 1473, 964, 12759, 1502, 993, 998, 14824, 6121, 1002, 1003, 1004, 6127, 14832, 1013, 1016, 7161}","[8.374791, 7.7143507, 7.375619, 7.948221, 7.668117, 6.8214064, 7.137058, 7.030479, 6.8607206, 7.0346465, 7.3875656, 6.9444704, 8.379813, 6.753674, 6.3969474, 7.0732718, 7.6421604, 6.4418635, 7.030499, 6.465222]",7785,"[8.132572174072266, 6.934065818786621, 7.057470321655273, 5.61887264251709, 6.82379674911499, 6.274354934692383, 6.844818592071533, 7.430822849273682, 3.000494956970215, 5.535983085632324, 5.855704307556152, 4.841963291168213, 5.496103286743164, 5.718239784240723, 4.925712585449219, 6.377382278442383, 5.325765132904053, 6.258048057556152, 6.005014896392822, 5.289607048034668]","[7.994699478149414, 7.591254234313965, 7.335968971252441, 5.797847270965576, 7.377599716186523, 6.736833572387695, 6.748655796051025, 8.036128044128418, 3.0593981742858887, 4.9233574867248535, 6.135049343109131, 6.010347366333008, 6.192422866821289, 6.22905969619751, 4.8340253829956055, 6.385627746582031, 5.907845497131348, 6.610669136047363, 6.435062408447266, 5.030525207519531]","[8.694649696350098, 6.8010640144348145, 7.633206367492676, 5.425756454467773, 7.366847515106201, 6.228740692138672, 6.733170509338379, 7.520350933074951, 5.531164169311523, 5.1540303230285645, 6.166916847229004, 5.028992652893066, 6.223274230957031, 6.258089542388916, 5.112916946411133, 5.890135765075684, 5.9159393310546875, 6.791562080383301, 6.534684658050537, 6.393863677978516]","[8.225810050964355, 7.081445693969727, 7.3105998039245605, 5.9079461097717285, 6.752856731414795, 6.2879486083984375, 6.591144561767578, 7.517483234405518, 5.42803955078125, 6.0347065925598145, 5.630299091339111, 5.115612983703613, 4.690316200256348, 6.097468852996826, 4.9147233963012695, 6.608382701873779, 5.639334678649902, 5.609763145446777, 6.759812355041504, 5.26824951171875]","[8.56092357635498, 7.198111057281494, 7.603316307067871, 5.7679948806762695, 7.643689155578613, 6.167468070983887, 7.210742473602295, 7.683982849121094, 6.131374835968018, 5.493283748626709, 5.635965347290039, 5.229660987854004, 6.0250654220581055, 6.233224868774414, 4.879101753234863, 5.001794815063477, 5.736919403076172, 6.927721977233887, 6.644782066345215, 5.124114990234375]","[8.321730995178223, 7.121188163757324, 7.388112354278564, 5.703683471679687, 7.192957973480224, 6.339069175720215, 6.8257063865661625, 7.637753582000732, 4.630094337463379, 5.428272247314453, 5.884786987304688, 5.245315456390381, 5.725436401367188, 6.107216548919678, 4.933296012878418, 6.052664661407471, 5.705160808563233, 6.439552879333496, 6.475871276855469, 5.421272087097168]"
30,7351,"[7351, 7972, 11820, 12939, 758, 622, 1017, 13562, 7391, 7394, 20631, 15477, 17630, 1473, 3974, 859, 197, 417, 7000, 16141]","{16512, 16516, 17158, 17160, 17161, 524, 16909, 1041, 16530, 531, 16915, 17172, 16791, 16536, 16792, 17179, 924, 412, 16670, 17182, 16800, 17180, 16421, 17062, 16422, 14505, 13099, 17199, 16559, 17201, 6194, 16438, 16824, 16696, 3640, 17081, 17080, 1471, 1599, 16450, 7107, 16323, 16711, 17096, 17097, 16329, 459, 16972, 16846, 1616, 16721, 16466, 17237, 16856, 17116, 17117, 17118, 14812, 995, 17123, 16868, 16616, 16619, 17131, 8429, 8430, 16500, 16884, 16631, 14588, 1278}","[7.6140757, 7.6141725, 7.1210957, 7.1623983, 6.845494, 6.6688247, 6.664712, 6.6618104, 6.4954386, 6.4788423, 6.405429, 6.3803368, 6.3540077, 6.296791, 6.300133, 6.3531046, 6.425979, 6.36794, 6.338227, 6.270022]",7972,"[7.266462326049805, 7.677187919616699, 7.264875411987305, 6.486779689788818, 6.998870849609375, 5.971482753753662, 6.681671142578125, 6.087621688842773, 5.726325988769531, 4.544800758361816, 5.85120964050293, 5.397524833679199, 6.208668231964111, 6.553454399108887, 5.583545207977295, 5.839663982391357, 6.592732906341553, 6.472560882568359, 6.877800464630127, 6.041224002838135]","[7.575742721557617, 7.058309078216553, 7.419340133666992, 6.586000919342041, 6.964682102203369, 6.074120998382568, 7.331254959106445, 6.128942012786865, 5.570508003234863, 5.2099738121032715, 6.131950855255127, 4.862385272979736, 5.880999565124512, 6.668110370635986, 3.1335065364837646, 6.3595733642578125, 6.956808090209961, 6.549523830413818, 7.040060997009277, 6.9164137840271]","[7.542754173278809, 7.133816242218018, 7.470321178436279, 7.113225936889648, 6.867377758026123, 6.109121322631836, 7.14470100402832, 5.9119086265563965, 5.863663196563721, 4.53012228012085, 6.035317897796631, 4.681337356567383, 5.587510585784912, 6.35855770111084, 5.470861911773682, 6.203829765319824, 6.960483074188232, 6.347250461578369, 6.82939338684082, 7.199104309082031]","[7.222990989685059, 7.234719276428223, 7.661800384521484, 6.949038028717041, 6.986661911010742, 6.124378204345703, 7.335265159606934, 5.825525283813477, 5.609875202178955, 4.411198616027832, 6.019871234893799, 4.545952796936035, 5.9796671867370605, 6.385605812072754, 5.728248596191406, 5.895229339599609, 6.515385150909424, 6.246001243591309, 6.435658931732178, 6.729922294616699]","[7.165493488311768, 7.342611312866211, 7.7884745597839355, 6.207072734832764, 6.438784599304199, 6.048648834228516, 7.691511631011963, 6.2014689445495605, 5.491356372833252, 4.388209342956543, 5.713810443878174, 4.507229328155518, 5.749355792999268, 6.216891288757324, 3.557509183883667, 5.926891326904297, 6.8804097175598145, 6.69831657409668, 6.889223098754883, 6.578296184539795]","[7.354688739776611, 7.289328765869141, 7.520962333679199, 6.668423461914062, 6.851275444030762, 6.065550422668457, 7.236880779266357, 6.031093311309815, 5.652345752716064, 4.616860961914062, 5.950432014465332, 4.798885917663574, 5.881240272521973, 6.436523914337158, 4.694734287261963, 6.04503755569458, 6.7811637878417965, 6.462730598449707, 6.814427375793457, 6.692992115020752]"
31,1047,"[1047, 1217, 1202, 7998, 13333, 14588, 6974, 4731, 1005, 7461, 1465, 13539, 7386, 7992, 614, 8010, 17543, 1312, 19073, 17631]","{13312, 17409, 17411, 17412, 13316, 13315, 17415, 17416, 13320, 13322, 17419, 13319, 17421, 17422, 17423, 17425, 17427, 17430, 17431, 536, 17432, 17433, 8219, 17436, 17438, 17439, 17440, 17442, 17444, 17446, 578, 8266, 8267, 8268, 8269, 8270, 8271, 12877, 8273, 613, 7282, 7283, 637, 126, 646, 13960, 13961, 12939, 15501, 15502, 15503, 15504, 13971, 660, 661, 13974, 662, 13976, 150, 13979, 13980, 13982, 670, 15518, 12962, 675, 12966, 12969, 7348, 12981, 703, 704, 706, 7378, 7381, 6360, 1757, 739, 8419, 8432, 8441, 15101, 5900, 5903, 14099, 13614, 16174, 13114, 14141, 15188, 15190, 5463, 7000, 5465, 858, 17239, 17245, 862, 17246, 7008, 13152, 17250, 17252, 17256, 17257, 1386, 1387, 17258, 17262, 17266, 17268, 17271, 13176, 17272, 17274, 17276, 17281, 17282, 17283, 17284, 17285, 17287, 17297, 17300, 17302, 17303, 17307, 13213, 14239, 935, 14247, 17321, 938, 17322, 17319, 430, 943, 17327, 17332, 17339, 17345, 17346, 968, 17356, 17357, 17358, 17359, 17361, 17363, 17364, 17370, 17371, 992, 17380, 486, 17382, 3559, 17387, 17388, 17390, 14318, 17392, 17393, 17394, 17398, 17399, 17401, 17403, 17404, 17405, 17407}","[9.370712, 9.370797, 8.466934, 7.996734, 8.437791, 7.8264976, 7.7138863, 7.990095, 7.1668515, 7.2447295, 7.5451427, 7.3285294, 7.5993867, 7.133088, 6.7882214, 7.1388, 6.951868, 6.908455, 7.399997, 6.8630137]",1217,"[8.818947792053223, 7.230038166046143, 7.012851715087891, 5.7421112060546875, 7.6046857833862305, 6.133591651916504, 7.80486536026001, 6.591146945953369, 7.379361629486084, 7.287663459777832, 7.834163665771484, 5.921041011810303, 4.9462056159973145, 6.718968391418457, 4.951138019561768, 6.309995651245117, 6.961219787597656, 6.44035530090332, 8.028009414672852, 6.113523960113525]","[8.987568855285645, 7.229398727416992, 7.636176109313965, 5.859322547912598, 7.165719985961914, 6.256953239440918, 7.550050258636475, 7.364898681640625, 7.747502326965332, 7.667881965637207, 7.065878391265869, 6.08218240737915, 5.068342208862305, 7.083344459533691, 5.434530735015869, 6.299755096435547, 6.116397380828857, 6.251760482788086, 8.184648513793945, 6.278929710388184]","[8.62534236907959, 8.089478492736816, 7.537294387817383, 6.14743709564209, 7.825226783752441, 6.588360786437988, 8.216668128967285, 6.533967971801758, 6.9943528175354, 7.544711112976074, 8.470532417297363, 5.596880912780762, 5.192802429199219, 7.501891136169434, 5.442866325378418, 7.049040794372559, 6.681267261505127, 6.334203243255615, 6.4567437171936035, 6.216897964477539]","[8.816865921020508, 6.306697845458984, 7.615586280822754, 5.630216121673584, 7.412825107574463, 6.526752948760986, 8.241717338562012, 6.536587238311768, 6.770116329193115, 6.943007469177246, 8.165478706359863, 5.861640453338623, 4.918740749359131, 7.686952114105225, 6.141292095184326, 6.679471492767334, 6.813735485076904, 6.8343024253845215, 7.568076133728027, 5.878666877746582]","[9.024998664855957, 6.774407863616943, 7.243218898773193, 5.65636682510376, 7.7024126052856445, 6.6695451736450195, 7.632325172424316, 6.8280205726623535, 7.834715366363525, 7.609335422515869, 7.111824989318848, 6.020854473114014, 5.132649898529053, 6.61183500289917, 5.4207539558410645, 5.38531494140625, 6.420886039733887, 5.402602672576904, 8.256816864013672, 5.859256267547607]","[8.854744720458985, 7.126004219055176, 7.409025478363037, 5.807090759277344, 7.542174053192139, 6.435040760040283, 7.88912525177002, 6.770924282073975, 7.345209693908691, 7.4105198860168455, 7.7295756340026855, 5.8965198516845705, 5.051748180389405, 7.120598220825196, 5.478116226196289, 6.344715595245361, 6.5987011909484865, 6.252644824981689, 7.69885892868042, 6.069454956054687]"
32,1537,"[1537, 6816, 14662, 15116, 5712, 307, 1231, 6085, 7943, 6700, 1543, 1123, 6778, 1594, 7208, 16800, 1471, 8080, 458, 8058]",,,-1,,,,,,
33,15089,"[15089, 6778, 12681, 17781, 1391, 197, 4353, 4347, 4349, 5238, 1458, 1554, 12948, 23176, 5236, 20631, 860, 5676, 21897, 21931]",{938},"[8.223617, 8.263806, 8.095793, 7.9218946, 7.8194036, 7.738108, 7.7727785, 7.731362, 7.711868, 7.7160482, 7.5576, 7.573036, 7.522067, 7.4350758, 7.3294635, 7.386468, 7.0634136, 7.1305733, 7.0938325, 7.046812]",6778,"[7.688114166259766, 8.056449890136719, 8.29365062713623, 6.178755760192871, 7.7368621826171875, 8.84255313873291, 7.7293877601623535, 7.7111053466796875, 7.575231552124023, 7.360062599182129, 3.838871479034424, 8.582637786865234, 7.484102725982666, 7.018682479858398, 5.53563928604126, 7.067079067230225, 7.142212390899658, 6.579649448394775, 7.886778831481934, 4.033624649047852]","[7.841331958770752, 8.243942260742188, 7.8544020652771, 6.122813701629639, 8.28534984588623, 8.246520042419434, 7.6065192222595215, 7.5960822105407715, 7.649683475494385, 7.3818182945251465, 6.999633312225342, 8.04261302947998, 8.029211044311523, 6.89326810836792, 5.775488376617432, 6.866751194000244, 7.369686603546143, 6.718615531921387, 7.828922271728516, 3.8395559787750244]","[7.881832599639893, 8.347484588623047, 7.979428768157959, 6.685133457183838, 8.369629859924316, 8.632801055908203, 7.8832011222839355, 7.8863325119018555, 7.806785583496094, 7.268929958343506, 3.193821668624878, 7.972488880157471, 7.284162998199463, 6.741983413696289, 6.67682409286499, 6.976728916168213, 7.296661853790283, 7.166323184967041, 8.342696189880371, 5.225438117980957]","[7.612273693084717, 7.91279935836792, 8.136056900024414, 6.183266639709473, 8.06756591796875, 8.307135581970215, 7.58579683303833, 7.625681400299072, 7.580698490142822, 7.110240936279297, 6.704586029052734, 6.745280742645264, 7.0379862785339355, 6.212925434112549, 5.4489545822143555, 7.0540452003479, 6.6618971824646, 6.61359167098999, 7.583999156951904, 4.421619892120361]","[7.725499153137207, 8.288490295410156, 8.02134895324707, 6.696652412414551, 7.949490070343018, 8.294508934020996, 7.940804481506348, 7.593949317932129, 7.90110445022583, 6.876265048980713, 6.869935989379883, 7.929922580718994, 6.943691253662109, 5.974769115447998, 4.744882106781006, 6.803211688995361, 6.95836067199707, 6.699252128601074, 7.523304462432861, 3.787670612335205]","[7.749810314178466, 8.169833278656006, 8.056977462768554, 6.373324394226074, 8.0817795753479, 8.46470375061035, 7.749141883850098, 7.682630157470703, 7.7027007102966305, 7.199463367462158, 5.521369695663452, 7.854588603973388, 7.35583086013794, 6.568325710296631, 5.636357688903809, 6.953563213348389, 7.085763740539551, 6.755486392974854, 7.833140182495117, 4.26158185005188]"
34,1047,"[1047, 7391, 1116, 7394, 6960, 6917, 66, 8399, 7333, 15116, 1217, 1202, 6989, 7998, 994, 1602, 786, 7135, 1516, 23361]",,,-1,,,,,,
35,6778,"[6778, 17781, 7008, 197, 21897, 1391, 21796, 16247, 839, 6254, 5712, 4353, 6990, 4340, 4347, 4349, 4341, 772, 18950, 6718]",,,-1,,,,,,
